"Absolute Path","Relative Path","Label"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\298.text","..\python\data_random\298.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8039.text","..\python\data_random\8039.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5079.text","..\python\data_random\5079.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\505.text","..\python\data_random\505.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9325.text","..\python\data_random\9325.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9427.text","..\python\data_random\9427.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7439.text","..\python\data_random\7439.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3375.text","..\python\data_random\3375.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\788.text","..\python\data_random\788.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8038.text","..\python\data_random\8038.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\205.text","..\python\data_random\205.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5633.text","..\python\data_random\5633.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8120.text","..\python\data_random\8120.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4003.text","..\python\data_random\4003.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8105.text","..\python\data_random\8105.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7612.text","..\python\data_random\7612.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1974.text","..\python\data_random\1974.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7992.text","..\python\data_random\7992.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9825.text","..\python\data_random\9825.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1391.text","..\python\data_random\1391.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6015.text","..\python\data_random\6015.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\680.text","..\python\data_random\680.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4451.text","..\python\data_random\4451.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6112.text","..\python\data_random\6112.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2024.text","..\python\data_random\2024.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4941.text","..\python\data_random\4941.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\942.text","..\python\data_random\942.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7823.text","..\python\data_random\7823.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8135.text","..\python\data_random\8135.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5844.text","..\python\data_random\5844.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5851.text","..\python\data_random\5851.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3971.text","..\python\data_random\3971.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5647.text","..\python\data_random\5647.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6069.text","..\python\data_random\6069.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7071.text","..\python\data_random\7071.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8889.text","..\python\data_random\8889.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3710.text","..\python\data_random\3710.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1706.text","..\python\data_random\1706.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4846.text","..\python\data_random\4846.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4822.text","..\python\data_random\4822.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9856.text","..\python\data_random\9856.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8747.text","..\python\data_random\8747.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8730.text","..\python\data_random\8730.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7753.text","..\python\data_random\7753.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8299.text","..\python\data_random\8299.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9009.text","..\python\data_random\9009.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7841.text","..\python\data_random\7841.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4256.text","..\python\data_random\4256.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4796.text","..\python\data_random\4796.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6411.text","..\python\data_random\6411.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8041.text","..\python\data_random\8041.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1858.text","..\python\data_random\1858.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8892.text","..\python\data_random\8892.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\299.text","..\python\data_random\299.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6794.text","..\python\data_random\6794.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2434.text","..\python\data_random\2434.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6530.text","..\python\data_random\6530.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\588.text","..\python\data_random\588.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8554.text","..\python\data_random\8554.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7256.text","..\python\data_random\7256.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5171.text","..\python\data_random\5171.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3885.text","..\python\data_random\3885.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4143.text","..\python\data_random\4143.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1387.text","..\python\data_random\1387.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2937.text","..\python\data_random\2937.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3814.text","..\python\data_random\3814.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2925.text","..\python\data_random\2925.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\38.text","..\python\data_random\38.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3742.text","..\python\data_random\3742.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2576.text","..\python\data_random\2576.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3358.text","..\python\data_random\3358.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7726.text","..\python\data_random\7726.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4022.text","..\python\data_random\4022.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3984.text","..\python\data_random\3984.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6255.text","..\python\data_random\6255.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9752.text","..\python\data_random\9752.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6416.text","..\python\data_random\6416.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8380.text","..\python\data_random\8380.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4800.text","..\python\data_random\4800.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\758.text","..\python\data_random\758.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3424.text","..\python\data_random\3424.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4508.text","..\python\data_random\4508.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2096.text","..\python\data_random\2096.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2618.text","..\python\data_random\2618.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8491.text","..\python\data_random\8491.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2838.text","..\python\data_random\2838.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1843.text","..\python\data_random\1843.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1443.text","..\python\data_random\1443.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7054.text","..\python\data_random\7054.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9957.text","..\python\data_random\9957.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5805.text","..\python\data_random\5805.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7231.text","..\python\data_random\7231.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6987.text","..\python\data_random\6987.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8603.text","..\python\data_random\8603.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4536.text","..\python\data_random\4536.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9739.text","..\python\data_random\9739.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7563.text","..\python\data_random\7563.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9367.text","..\python\data_random\9367.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9715.text","..\python\data_random\9715.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\693.text","..\python\data_random\693.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5649.text","..\python\data_random\5649.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8266.text","..\python\data_random\8266.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1488.text","..\python\data_random\1488.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1634.text","..\python\data_random\1634.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7315.text","..\python\data_random\7315.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\954.text","..\python\data_random\954.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9663.text","..\python\data_random\9663.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4705.text","..\python\data_random\4705.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\240.text","..\python\data_random\240.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8395.text","..\python\data_random\8395.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9754.text","..\python\data_random\9754.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7157.text","..\python\data_random\7157.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5735.text","..\python\data_random\5735.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4120.text","..\python\data_random\4120.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\392.text","..\python\data_random\392.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8900.text","..\python\data_random\8900.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6537.text","..\python\data_random\6537.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9232.text","..\python\data_random\9232.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6689.text","..\python\data_random\6689.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\248.text","..\python\data_random\248.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9492.text","..\python\data_random\9492.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6876.text","..\python\data_random\6876.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9469.text","..\python\data_random\9469.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5294.text","..\python\data_random\5294.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4806.text","..\python\data_random\4806.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5379.text","..\python\data_random\5379.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8597.text","..\python\data_random\8597.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2952.text","..\python\data_random\2952.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2495.text","..\python\data_random\2495.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9161.text","..\python\data_random\9161.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2758.text","..\python\data_random\2758.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\807.text","..\python\data_random\807.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1276.text","..\python\data_random\1276.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4532.text","..\python\data_random\4532.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2051.text","..\python\data_random\2051.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1213.text","..\python\data_random\1213.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9674.text","..\python\data_random\9674.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7405.text","..\python\data_random\7405.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\703.text","..\python\data_random\703.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\824.text","..\python\data_random\824.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3017.text","..\python\data_random\3017.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1898.text","..\python\data_random\1898.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6272.text","..\python\data_random\6272.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4565.text","..\python\data_random\4565.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9062.text","..\python\data_random\9062.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\268.text","..\python\data_random\268.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4444.text","..\python\data_random\4444.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8609.text","..\python\data_random\8609.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\358.text","..\python\data_random\358.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\151.text","..\python\data_random\151.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\985.text","..\python\data_random\985.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7849.text","..\python\data_random\7849.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3009.text","..\python\data_random\3009.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5273.text","..\python\data_random\5273.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4179.text","..\python\data_random\4179.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7225.text","..\python\data_random\7225.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3912.text","..\python\data_random\3912.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9431.text","..\python\data_random\9431.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9327.text","..\python\data_random\9327.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7372.text","..\python\data_random\7372.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8559.text","..\python\data_random\8559.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9758.text","..\python\data_random\9758.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1870.text","..\python\data_random\1870.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7700.text","..\python\data_random\7700.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9843.text","..\python\data_random\9843.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9304.text","..\python\data_random\9304.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5425.text","..\python\data_random\5425.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3987.text","..\python\data_random\3987.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4558.text","..\python\data_random\4558.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9787.text","..\python\data_random\9787.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4961.text","..\python\data_random\4961.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1427.text","..\python\data_random\1427.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8680.text","..\python\data_random\8680.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3736.text","..\python\data_random\3736.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\624.text","..\python\data_random\624.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\260.text","..\python\data_random\260.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1055.text","..\python\data_random\1055.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9110.text","..\python\data_random\9110.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2660.text","..\python\data_random\2660.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4133.text","..\python\data_random\4133.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\269.text","..\python\data_random\269.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3715.text","..\python\data_random\3715.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7110.text","..\python\data_random\7110.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\226.text","..\python\data_random\226.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4001.text","..\python\data_random\4001.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7744.text","..\python\data_random\7744.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7365.text","..\python\data_random\7365.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8750.text","..\python\data_random\8750.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9466.text","..\python\data_random\9466.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5719.text","..\python\data_random\5719.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1461.text","..\python\data_random\1461.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7918.text","..\python\data_random\7918.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1872.text","..\python\data_random\1872.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3184.text","..\python\data_random\3184.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4165.text","..\python\data_random\4165.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3026.text","..\python\data_random\3026.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8642.text","..\python\data_random\8642.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5173.text","..\python\data_random\5173.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1924.text","..\python\data_random\1924.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1018.text","..\python\data_random\1018.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4269.text","..\python\data_random\4269.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2078.text","..\python\data_random\2078.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9225.text","..\python\data_random\9225.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5921.text","..\python\data_random\5921.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1853.text","..\python\data_random\1853.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6306.text","..\python\data_random\6306.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7745.text","..\python\data_random\7745.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9719.text","..\python\data_random\9719.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5771.text","..\python\data_random\5771.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3475.text","..\python\data_random\3475.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6245.text","..\python\data_random\6245.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9158.text","..\python\data_random\9158.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9503.text","..\python\data_random\9503.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2971.text","..\python\data_random\2971.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5690.text","..\python\data_random\5690.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1017.text","..\python\data_random\1017.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6765.text","..\python\data_random\6765.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2120.text","..\python\data_random\2120.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7943.text","..\python\data_random\7943.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9231.text","..\python\data_random\9231.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4255.text","..\python\data_random\4255.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1152.text","..\python\data_random\1152.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3190.text","..\python\data_random\3190.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2746.text","..\python\data_random\2746.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\4234.text","..\python\data_random\4234.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\44.text","..\python\data_random\44.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7685.text","..\python\data_random\7685.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1702.text","..\python\data_random\1702.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2165.text","..\python\data_random\2165.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\7722.text","..\python\data_random\7722.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8809.text","..\python\data_random\8809.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9844.text","..\python\data_random\9844.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3521.text","..\python\data_random\3521.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6791.text","..\python\data_random\6791.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8979.text","..\python\data_random\8979.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3141.text","..\python\data_random\3141.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\202.text","..\python\data_random\202.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2032.text","..\python\data_random\2032.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\2023.text","..\python\data_random\2023.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\6925.text","..\python\data_random\6925.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8739.text","..\python\data_random\8739.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\5415.text","..\python\data_random\5415.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\8358.text","..\python\data_random\8358.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\3580.text","..\python\data_random\3580.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\9512.text","..\python\data_random\9512.text","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/data_random\1334.text","..\python\data_random\1334.text","1"
