"Absolute Path","Relative Path","Label"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0968.txt","..\python\dataset_copy\1_0968.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0969.txt","..\python\dataset_copy\1_0969.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0970.txt","..\python\dataset_copy\1_0970.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0971.txt","..\python\dataset_copy\1_0971.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0972.txt","..\python\dataset_copy\1_0972.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0973.txt","..\python\dataset_copy\1_0973.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0974.txt","..\python\dataset_copy\1_0974.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0975.txt","..\python\dataset_copy\1_0975.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0976.txt","..\python\dataset_copy\1_0976.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0977.txt","..\python\dataset_copy\1_0977.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0978.txt","..\python\dataset_copy\1_0978.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0979.txt","..\python\dataset_copy\1_0979.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0980.txt","..\python\dataset_copy\1_0980.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0981.txt","..\python\dataset_copy\1_0981.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0982.txt","..\python\dataset_copy\1_0982.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0983.txt","..\python\dataset_copy\1_0983.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0984.txt","..\python\dataset_copy\1_0984.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0985.txt","..\python\dataset_copy\1_0985.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0986.txt","..\python\dataset_copy\1_0986.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0987.txt","..\python\dataset_copy\1_0987.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0988.txt","..\python\dataset_copy\1_0988.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0989.txt","..\python\dataset_copy\1_0989.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0990.txt","..\python\dataset_copy\1_0990.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0991.txt","..\python\dataset_copy\1_0991.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0992.txt","..\python\dataset_copy\1_0992.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0993.txt","..\python\dataset_copy\1_0993.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0994.txt","..\python\dataset_copy\1_0994.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0995.txt","..\python\dataset_copy\1_0995.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0996.txt","..\python\dataset_copy\1_0996.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0997.txt","..\python\dataset_copy\1_0997.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0998.txt","..\python\dataset_copy\1_0998.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_0999.txt","..\python\dataset_copy\1_0999.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1000.txt","..\python\dataset_copy\1_1000.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1001.txt","..\python\dataset_copy\1_1001.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1002.txt","..\python\dataset_copy\1_1002.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1003.txt","..\python\dataset_copy\1_1003.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1004.txt","..\python\dataset_copy\1_1004.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1005.txt","..\python\dataset_copy\1_1005.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1006.txt","..\python\dataset_copy\1_1006.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1007.txt","..\python\dataset_copy\1_1007.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1008.txt","..\python\dataset_copy\1_1008.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1009.txt","..\python\dataset_copy\1_1009.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1010.txt","..\python\dataset_copy\1_1010.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1011.txt","..\python\dataset_copy\1_1011.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1012.txt","..\python\dataset_copy\1_1012.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1013.txt","..\python\dataset_copy\1_1013.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1014.txt","..\python\dataset_copy\1_1014.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1015.txt","..\python\dataset_copy\1_1015.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1016.txt","..\python\dataset_copy\1_1016.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1017.txt","..\python\dataset_copy\1_1017.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1018.txt","..\python\dataset_copy\1_1018.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1019.txt","..\python\dataset_copy\1_1019.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1020.txt","..\python\dataset_copy\1_1020.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1021.txt","..\python\dataset_copy\1_1021.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1022.txt","..\python\dataset_copy\1_1022.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1023.txt","..\python\dataset_copy\1_1023.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1024.txt","..\python\dataset_copy\1_1024.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1025.txt","..\python\dataset_copy\1_1025.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1026.txt","..\python\dataset_copy\1_1026.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1027.txt","..\python\dataset_copy\1_1027.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1028.txt","..\python\dataset_copy\1_1028.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1029.txt","..\python\dataset_copy\1_1029.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1030.txt","..\python\dataset_copy\1_1030.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1031.txt","..\python\dataset_copy\1_1031.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1032.txt","..\python\dataset_copy\1_1032.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1033.txt","..\python\dataset_copy\1_1033.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1034.txt","..\python\dataset_copy\1_1034.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1035.txt","..\python\dataset_copy\1_1035.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1036.txt","..\python\dataset_copy\1_1036.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1037.txt","..\python\dataset_copy\1_1037.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1038.txt","..\python\dataset_copy\1_1038.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1039.txt","..\python\dataset_copy\1_1039.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1040.txt","..\python\dataset_copy\1_1040.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1041.txt","..\python\dataset_copy\1_1041.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1042.txt","..\python\dataset_copy\1_1042.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1043.txt","..\python\dataset_copy\1_1043.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1044.txt","..\python\dataset_copy\1_1044.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1045.txt","..\python\dataset_copy\1_1045.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1046.txt","..\python\dataset_copy\1_1046.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1047.txt","..\python\dataset_copy\1_1047.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1048.txt","..\python\dataset_copy\1_1048.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1049.txt","..\python\dataset_copy\1_1049.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1050.txt","..\python\dataset_copy\1_1050.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1051.txt","..\python\dataset_copy\1_1051.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1052.txt","..\python\dataset_copy\1_1052.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1053.txt","..\python\dataset_copy\1_1053.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1054.txt","..\python\dataset_copy\1_1054.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1055.txt","..\python\dataset_copy\1_1055.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1056.txt","..\python\dataset_copy\1_1056.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1057.txt","..\python\dataset_copy\1_1057.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1058.txt","..\python\dataset_copy\1_1058.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1059.txt","..\python\dataset_copy\1_1059.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1060.txt","..\python\dataset_copy\1_1060.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1061.txt","..\python\dataset_copy\1_1061.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1062.txt","..\python\dataset_copy\1_1062.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1063.txt","..\python\dataset_copy\1_1063.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1064.txt","..\python\dataset_copy\1_1064.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1065.txt","..\python\dataset_copy\1_1065.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1066.txt","..\python\dataset_copy\1_1066.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1067.txt","..\python\dataset_copy\1_1067.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1068.txt","..\python\dataset_copy\1_1068.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1069.txt","..\python\dataset_copy\1_1069.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1070.txt","..\python\dataset_copy\1_1070.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1071.txt","..\python\dataset_copy\1_1071.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1072.txt","..\python\dataset_copy\1_1072.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1073.txt","..\python\dataset_copy\1_1073.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1074.txt","..\python\dataset_copy\1_1074.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1075.txt","..\python\dataset_copy\1_1075.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1076.txt","..\python\dataset_copy\1_1076.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1077.txt","..\python\dataset_copy\1_1077.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1078.txt","..\python\dataset_copy\1_1078.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1079.txt","..\python\dataset_copy\1_1079.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1080.txt","..\python\dataset_copy\1_1080.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1081.txt","..\python\dataset_copy\1_1081.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1082.txt","..\python\dataset_copy\1_1082.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1083.txt","..\python\dataset_copy\1_1083.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1084.txt","..\python\dataset_copy\1_1084.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1085.txt","..\python\dataset_copy\1_1085.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1086.txt","..\python\dataset_copy\1_1086.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1087.txt","..\python\dataset_copy\1_1087.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1088.txt","..\python\dataset_copy\1_1088.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1089.txt","..\python\dataset_copy\1_1089.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1090.txt","..\python\dataset_copy\1_1090.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1091.txt","..\python\dataset_copy\1_1091.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1092.txt","..\python\dataset_copy\1_1092.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1093.txt","..\python\dataset_copy\1_1093.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1094.txt","..\python\dataset_copy\1_1094.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1095.txt","..\python\dataset_copy\1_1095.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1096.txt","..\python\dataset_copy\1_1096.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1097.txt","..\python\dataset_copy\1_1097.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1098.txt","..\python\dataset_copy\1_1098.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1099.txt","..\python\dataset_copy\1_1099.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1100.txt","..\python\dataset_copy\1_1100.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1101.txt","..\python\dataset_copy\1_1101.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1102.txt","..\python\dataset_copy\1_1102.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1103.txt","..\python\dataset_copy\1_1103.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1104.txt","..\python\dataset_copy\1_1104.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1105.txt","..\python\dataset_copy\1_1105.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1106.txt","..\python\dataset_copy\1_1106.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1107.txt","..\python\dataset_copy\1_1107.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1108.txt","..\python\dataset_copy\1_1108.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1109.txt","..\python\dataset_copy\1_1109.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1110.txt","..\python\dataset_copy\1_1110.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1111.txt","..\python\dataset_copy\1_1111.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1112.txt","..\python\dataset_copy\1_1112.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1113.txt","..\python\dataset_copy\1_1113.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1114.txt","..\python\dataset_copy\1_1114.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1115.txt","..\python\dataset_copy\1_1115.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1116.txt","..\python\dataset_copy\1_1116.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1117.txt","..\python\dataset_copy\1_1117.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1118.txt","..\python\dataset_copy\1_1118.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1119.txt","..\python\dataset_copy\1_1119.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1120.txt","..\python\dataset_copy\1_1120.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1121.txt","..\python\dataset_copy\1_1121.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1122.txt","..\python\dataset_copy\1_1122.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1123.txt","..\python\dataset_copy\1_1123.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1124.txt","..\python\dataset_copy\1_1124.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1125.txt","..\python\dataset_copy\1_1125.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1126.txt","..\python\dataset_copy\1_1126.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1127.txt","..\python\dataset_copy\1_1127.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1128.txt","..\python\dataset_copy\1_1128.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1129.txt","..\python\dataset_copy\1_1129.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1130.txt","..\python\dataset_copy\1_1130.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1131.txt","..\python\dataset_copy\1_1131.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1132.txt","..\python\dataset_copy\1_1132.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1133.txt","..\python\dataset_copy\1_1133.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1134.txt","..\python\dataset_copy\1_1134.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1135.txt","..\python\dataset_copy\1_1135.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1136.txt","..\python\dataset_copy\1_1136.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1137.txt","..\python\dataset_copy\1_1137.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1138.txt","..\python\dataset_copy\1_1138.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1139.txt","..\python\dataset_copy\1_1139.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1140.txt","..\python\dataset_copy\1_1140.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1141.txt","..\python\dataset_copy\1_1141.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1142.txt","..\python\dataset_copy\1_1142.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1143.txt","..\python\dataset_copy\1_1143.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1144.txt","..\python\dataset_copy\1_1144.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1145.txt","..\python\dataset_copy\1_1145.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1146.txt","..\python\dataset_copy\1_1146.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1147.txt","..\python\dataset_copy\1_1147.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1148.txt","..\python\dataset_copy\1_1148.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1149.txt","..\python\dataset_copy\1_1149.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1150.txt","..\python\dataset_copy\1_1150.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1151.txt","..\python\dataset_copy\1_1151.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1152.txt","..\python\dataset_copy\1_1152.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1153.txt","..\python\dataset_copy\1_1153.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1154.txt","..\python\dataset_copy\1_1154.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1155.txt","..\python\dataset_copy\1_1155.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1156.txt","..\python\dataset_copy\1_1156.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1157.txt","..\python\dataset_copy\1_1157.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1158.txt","..\python\dataset_copy\1_1158.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1159.txt","..\python\dataset_copy\1_1159.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1160.txt","..\python\dataset_copy\1_1160.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1161.txt","..\python\dataset_copy\1_1161.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1162.txt","..\python\dataset_copy\1_1162.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1163.txt","..\python\dataset_copy\1_1163.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1164.txt","..\python\dataset_copy\1_1164.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1165.txt","..\python\dataset_copy\1_1165.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1166.txt","..\python\dataset_copy\1_1166.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1167.txt","..\python\dataset_copy\1_1167.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1168.txt","..\python\dataset_copy\1_1168.txt","1"
"C:/Users/DELL/PycharmProjects/LabApplicationProgramming/python/dataset_copy\1_1169.txt","..\python\dataset_copy\1_1169.txt","1"
